Week,EffectiveDemand_21A,SafetyStockTarget_22B,EffectiveDemand_22B,SafetyStockTarget_23C,EffectiveDemand_23C,AvailableCapacity_Total,AvailableCapacity_21A,AvailableCapacity_22B,AvailableCapacity_23C,Yield_21A,Yield_22B,Yield_23C
13.0,1920989710.5716584,20702458.79896476,120686979.5455346,206098486.8323092,1133822021.3615458,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,,,,,,,
2.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,,,,,,,
3.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,2744271015.1023693,11147477.81482718,172409970.77933496,86585754.82304114,1472132048.8022084,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,,,,,,,
2.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,,,,,,,
3.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,1477684392.7474298,243750504.4670769,92836138.1119496,992067193.2153844,792686487.8165739,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,,,,,,,
2.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,,,,,,,
3.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,4483691039.0,143890645.2243077,2029952952.0,521726858.9107692,9082305290.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,,,,,,,
2.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,,,,,,,
3.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,6942866279.0,287263933.9823077,1198320556.0,944275576.1092308,4776372652.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,,,,,,,
2.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,,,,,,,
3.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,3513859960.0,204151490.18492308,2392332570.0,1448298453.9430768,8644776401.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,2611491657.0,,1700172564.0,,13259070353.0,,,,,,,
2.0,2611491657.0,,1700172564.0,,13259070353.0,,,,,,,
3.0,2611491657.0,,1700172564.0,,13259070353.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,2611491657.0,,1700172564.0,,13259070353.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,2611491657.0,,1700172564.0,,13259070353.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,2611491657.0,,1700172564.0,,13259070353.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,2611491657.0,,1700172564.0,,13259070353.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,2611491657.0,,1700172564.0,,13259070353.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,2611491657.0,,1700172564.0,,13259070353.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,2611491657.0,,1700172564.0,,13259070353.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,2611491657.0,,1700172564.0,,13259070353.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,2611491657.0,,1700172564.0,,13259070353.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,2611491657.0,,1700172564.0,,13259070353.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,1540401888.0,,2558729191.0,,14636965958.0,,,,,,,
2.0,1540401888.0,,2558729191.0,,14636965958.0,,,,,,,
3.0,1540401888.0,,2558729191.0,,14636965958.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,1540401888.0,,2558729191.0,,14636965958.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,1540401888.0,,2558729191.0,,14636965958.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,1540401888.0,,2558729191.0,,14636965958.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,1540401888.0,,2558729191.0,,14636965958.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,1540401888.0,,2558729191.0,,14636965958.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,1540401888.0,,2558729191.0,,14636965958.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,1540401888.0,,2558729191.0,,14636965958.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,1540401888.0,,2558729191.0,,14636965958.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,1540401888.0,,2558729191.0,,14636965958.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,1540401888.0,,2558729191.0,,14636965958.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,3641157689.0,,679981194.0,,5009097095.0,,,,,,,
2.0,3641157689.0,,679981194.0,,5009097095.0,,,,,,,
3.0,3641157689.0,,679981194.0,,5009097095.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,3641157689.0,,679981194.0,,5009097095.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,3641157689.0,,679981194.0,,5009097095.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,3641157689.0,,679981194.0,,5009097095.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,3641157689.0,,679981194.0,,5009097095.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,3641157689.0,,679981194.0,,5009097095.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,3641157689.0,,679981194.0,,5009097095.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,3641157689.0,,679981194.0,,5009097095.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,3641157689.0,,679981194.0,,5009097095.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,3641157689.0,,679981194.0,,5009097095.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,3641157689.0,,679981194.0,,5009097095.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,2129799840.0,,1235318519.0,,3076657109.0,,,,,,,
2.0,2129799840.0,,1235318519.0,,3076657109.0,,,,,,,
3.0,2129799840.0,,1235318519.0,,3076657109.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,2129799840.0,,1235318519.0,,3076657109.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,2129799840.0,,1235318519.0,,3076657109.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,2129799840.0,,1235318519.0,,3076657109.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,2129799840.0,,1235318519.0,,3076657109.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,2129799840.0,,1235318519.0,,3076657109.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,2129799840.0,,1235318519.0,,3076657109.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,2129799840.0,,1235318519.0,,3076657109.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,2129799840.0,,1235318519.0,,3076657109.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,2129799840.0,,1235318519.0,,3076657109.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,2129799840.0,,1235318519.0,,3076657109.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,3999136982.0,,1051986719.0,,6336835871.0,,,,,,,
2.0,3999136982.0,,1051986719.0,,6336835871.0,,,,,,,
3.0,3999136982.0,,1051986719.0,,6336835871.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,3999136982.0,,1051986719.0,,6336835871.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,3999136982.0,,1051986719.0,,6336835871.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,3999136982.0,,1051986719.0,,6336835871.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,3999136982.0,,1051986719.0,,6336835871.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,3999136982.0,,1051986719.0,,6336835871.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,3999136982.0,,1051986719.0,,6336835871.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,3999136982.0,,1051986719.0,,6336835871.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,3999136982.0,,1051986719.0,,6336835871.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,3999136982.0,,1051986719.0,,6336835871.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,3999136982.0,,1051986719.0,,6336835871.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,3229493114.0,,2280317814.0,,4869241729.0,,,,,,,
2.0,3229493114.0,,2280317814.0,,4869241729.0,,,,,,,
3.0,3229493114.0,,2280317814.0,,4869241729.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,3229493114.0,,2280317814.0,,4869241729.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,3229493114.0,,2280317814.0,,4869241729.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,3229493114.0,,2280317814.0,,4869241729.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,3229493114.0,,2280317814.0,,4869241729.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,3229493114.0,,2280317814.0,,4869241729.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,3229493114.0,,2280317814.0,,4869241729.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,3229493114.0,,2280317814.0,,4869241729.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,3229493114.0,,2280317814.0,,4869241729.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,3229493114.0,,2280317814.0,,4869241729.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,3229493114.0,,2280317814.0,,4869241729.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,4841253891.0,,1716153959.0,,2366380350.0,,,,,,,
2.0,4841253891.0,,1716153959.0,,2366380350.0,,,,,,,
3.0,4841253891.0,,1716153959.0,,2366380350.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,4841253891.0,,1716153959.0,,2366380350.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,4841253891.0,,1716153959.0,,2366380350.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,4841253891.0,,1716153959.0,,2366380350.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,4841253891.0,,1716153959.0,,2366380350.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,4841253891.0,,1716153959.0,,2366380350.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,4841253891.0,,1716153959.0,,2366380350.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,4841253891.0,,1716153959.0,,2366380350.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,4841253891.0,,1716153959.0,,2366380350.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,4841253891.0,,1716153959.0,,2366380350.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,4841253891.0,,1716153959.0,,2366380350.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,2799733837.0,,1043557130.0,,8886117345.0,,,,,,,
2.0,2799733837.0,,1043557130.0,,8886117345.0,,,,,,,
3.0,2799733837.0,,1043557130.0,,8886117345.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,2799733837.0,,1043557130.0,,8886117345.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,2799733837.0,,1043557130.0,,8886117345.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,2799733837.0,,1043557130.0,,8886117345.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,2799733837.0,,1043557130.0,,8886117345.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,2799733837.0,,1043557130.0,,8886117345.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,2799733837.0,,1043557130.0,,8886117345.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,2799733837.0,,1043557130.0,,8886117345.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,2799733837.0,,1043557130.0,,8886117345.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,2799733837.0,,1043557130.0,,8886117345.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,2799733837.0,,1043557130.0,,8886117345.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,3108651811.0,,2144985258.0,,10960561216.0,,,,,,,
2.0,3108651811.0,,2144985258.0,,10960561216.0,,,,,,,
3.0,3108651811.0,,2144985258.0,,10960561216.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,3108651811.0,,2144985258.0,,10960561216.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,3108651811.0,,2144985258.0,,10960561216.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,3108651811.0,,2144985258.0,,10960561216.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,3108651811.0,,2144985258.0,,10960561216.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,3108651811.0,,2144985258.0,,10960561216.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,3108651811.0,,2144985258.0,,10960561216.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,3108651811.0,,2144985258.0,,10960561216.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,3108651811.0,,2144985258.0,,10960561216.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,3108651811.0,,2144985258.0,,10960561216.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,3108651811.0,,2144985258.0,,10960561216.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,2338729679.0,,1892232865.0,,9553273310.0,,,,,,,
2.0,2338729679.0,,1892232865.0,,9553273310.0,,,,,,,
3.0,2338729679.0,,1892232865.0,,9553273310.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,2338729679.0,,1892232865.0,,9553273310.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,2338729679.0,,1892232865.0,,9553273310.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,2338729679.0,,1892232865.0,,9553273310.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,2338729679.0,,1892232865.0,,9553273310.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,2338729679.0,,1892232865.0,,9553273310.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,2338729679.0,,1892232865.0,,9553273310.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,2338729679.0,,1892232865.0,,9553273310.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,2338729679.0,,1892232865.0,,9553273310.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,2338729679.0,,1892232865.0,,9553273310.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,2338729679.0,,1892232865.0,,9553273310.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,5089378170.0,,813031055.0,,11416542925.0,,,,,,,
2.0,5089378170.0,,813031055.0,,11416542925.0,,,,,,,
3.0,5089378170.0,,813031055.0,,11416542925.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,5089378170.0,,813031055.0,,11416542925.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,5089378170.0,,813031055.0,,11416542925.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,5089378170.0,,813031055.0,,11416542925.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,5089378170.0,,813031055.0,,11416542925.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,5089378170.0,,813031055.0,,11416542925.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,5089378170.0,,813031055.0,,11416542925.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,5089378170.0,,813031055.0,,11416542925.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,5089378170.0,,813031055.0,,11416542925.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,5089378170.0,,813031055.0,,11416542925.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,5089378170.0,,813031055.0,,11416542925.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,5928392971.0,,1963865830.0,,11288374390.0,,,,,,,
2.0,5928392971.0,,1963865830.0,,11288374390.0,,,,,,,
3.0,5928392971.0,,1963865830.0,,11288374390.0,11037.0,5155.0,4000.0,1882.0,0.9058,0.9084,0.9055
4.0,5928392971.0,,1963865830.0,,11288374390.0,10791.0,5258.0,4000.0,1533.0,0.9058,0.9085,0.9055
5.0,5928392971.0,,1963865830.0,,11288374390.0,10265.0,5182.0,4000.0,1083.0,0.9059,0.9085,0.9055
6.0,5928392971.0,,1963865830.0,,11288374390.0,10223.0,4840.0,4000.0,1383.0,0.9059,0.908,0.9052
7.0,5928392971.0,,1963865830.0,,11288374390.0,10181.0,4890.0,4000.0,1291.0,0.9059,0.9085,0.9054
8.0,5928392971.0,,1963865830.0,,11288374390.0,11248.0,4830.0,4016.0,2402.0,0.9059,0.9084,0.9047
9.0,5928392971.0,,1963865830.0,,11288374390.0,12023.0,4230.0,4316.0,3477.0,0.9059,0.9085,0.9055
10.0,5928392971.0,,1963865830.0,,11288374390.0,12066.0,4373.0,4416.0,3277.0,0.9056,0.9082,0.9047
11.0,5928392971.0,,1963865830.0,,11288374390.0,12066.0,4000.0,4545.0,3521.0,0.9059,0.9085,0.9045
12.0,5928392971.0,,1963865830.0,,11288374390.0,11153.0,4000.0,4000.0,3153.0,0.9059,0.9085,0.9055
13.0,5928392971.0,,1963865830.0,,11288374390.0,10503.0,4000.0,4000.0,2503.0,0.9059,0.9083,0.9051
1.0,1690158851.0,,1631591332.0,,3736677684.0,,,,,,,
